Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2020-01-02,297.6988830566406,297.7172282168032,295.55459670635645,296.48013240870534,59151200
2020-01-03,295.4447937011719,296.5719310045377,294.2443596139796,294.2993391931489,77709700
2020-01-06,296.5718688964844,296.6543382479676,293.5661700502953,293.68530176861276,55653900
2020-01-07,295.7379455566406,296.48019761170144,295.2889085116511,296.0036707856056,40496400
2020-01-08,297.3141174316406,298.53286845352926,295.6829916921281,295.93039974358743,68296000
2020-01-09,299.3300476074219,299.4033723273358,298.2945526688361,298.8810385673999,48473300
2020-01-10,298.46875,300.07238613706346,298.0014236278169,299.91662000140076,53029300
2020-01-13,300.5214538574219,300.530598477089,298.661236867712,299.09192887839345,47086800
2020-01-14,300.063232421875,301.1353620319294,299.50423615771473,300.0815496239874,62832800
2020-01-15,300.7413330078125,301.5019023922084,299.8891216822957,299.9715910397463,72056600
2020-01-16,303.2430419921875,303.2430419921875,301.89598643854816,302.1250773288596,54050300
2020-01-17,304.1867980957031,304.39754374969027,303.1787929075441,303.9577072786301,95846000
2020-01-21,303.59112548828125,304.3975296013269,303.1512890376646,303.2245857910386,77742400
2020-01-22,303.6279296875,305.1032897119888,303.4721635268691,304.45265138286175,48914900
2020-01-23,303.9761657714844,304.38854061997205,301.8593678750089,302.9773327005882,51963000
2020-01-24,301.27276611328125,304.71830123070856,299.980690444246,304.635831885688,87578400
2020-01-27,296.4436340332031,297.92813863801024,295.6738919405327,296.01294200889004,84062500
2020-01-28,299.5499267578125,300.42962744358,296.535084534125,297.87296673865194,63834000
2020-01-29,299.3026123046875,301.1445117064484,299.10101123601123,300.9154208540977,53888900
2020-01-30,300.2739562988281,300.484729951174,296.48022631294674,297.231623057657,75491800
2020-01-31,294.8215637207031,299.8065821263625,293.905200454445,299.65078806641606,113845600
2020-02-03,297.0116882324219,298.88107731999344,296.1869668001725,296.30609851158897,69083000
2020-02-04,301.53851318359375,302.4090695275427,300.31058968515316,300.631322441618,62573200
2020-02-05,305.020751953125,305.23152563303483,303.01394154526906,304.48010082486485,65951100
2020-02-06,306.04705810546875,306.23948658903026,304.9657280409619,305.9829059558844,50359700
2020-02-07,304.4158630371094,306.05613301299286,303.86603952983205,304.98400374072804,64139400
2020-02-10,306.6884765625,306.75262870808007,303.4903774480562,303.52703981198624,42070000
2020-02-11,307.2200012207031,308.8327817820095,306.6884947902929,308.04472268441083,54864500
2020-02-12,309.1993408203125,309.41008649783373,308.292122067066,308.65866182227705,43992700
2020-02-13,308.8694152832031,309.84075815537994,307.4948703170825,307.769768124231,54501900
2020-02-14,309.3642883300781,309.48342004608406,308.0813851676903,309.28181898019517,64582200
2020-02-18,308.5670166015625,309.42840031991096,307.17412652158396,308.3654155618387,57226200
2020-02-19,310.0423583984375,310.72045829777164,309.25429937652905,309.53836976490896,48814700
2020-02-20,308.7686767578125,310.31733323101616,305.7721503679696,309.4925837509388,74163400
2020-02-21,305.5888671875,307.72398153835667,304.7641177810184,307.41242134787745,113788200
2020-02-24,295.453857421875,305.662129694088,294.37252751118245,296.11364009399773,161088400
2020-02-25,286.5010681152344,297.46076871789444,285.62136690739607,296.8468207789021,218913200
2020-02-26,285.447265625,291.50441568735897,284.71418592022854,287.9031133977024,194773800
2020-02-27,272.6272888183594,285.50218362591784,272.6272888183594,279.9123611957851,284353500
2020-02-28,271.48187255859375,272.9755496100988,261.65845424597956,264.55416640152885,384975800
2020-03-02,283.23876953125,283.3029216830661,269.8323680613231,273.26873092756443,238703600
2020-03-03,275.12896728515625,287.59151643262715,272.6822924096113,283.614502212992,300139100
2020-03-04,286.6933898925781,286.9133360865431,277.9604493324788,280.5171106027722,176613400
2020-03-05,277.1632385253906,282.6705909596621,274.91816519813835,279.4724919610875,186366800
2020-03-06,272.5814514160156,273.79105782578944,265.9561618762661,268.6319273661624,228667200
2020-03-09,251.29429626464844,260.4212661192737,250.57953407058477,252.2747836579763,309417300
2020-03-10,264.2975769042969,264.38919088350326,250.6254209763318,260.83372394140366,276444100
2020-03-11,251.41343688964844,258.3594867875514,248.2245103089877,257.2232051751496,255316300
2020-03-12,227.3589630126953,244.3575098159475,226.96491941166903,234.5890709284922,392220700
2020-03-13,246.7949981689453,248.77434647333422,227.7346366084583,241.08604410630707,329566100
2020-03-16,219.7897491455078,235.4137326543231,217.507999431992,221.00850006335853,297240000
2020-03-17,231.65670776367188,234.74486242903518,217.2423130667214,224.54571768132374,262070500
2020-03-18,219.92718505859375,227.59714116308217,208.9491569862119,216.49082279205322,327597100
2020-03-19,220.39453125,226.68995660062075,212.7978856797846,219.23991853096894,289322000
2020-03-20,210.89682006835938,225.34066945746974,210.62029170829544,223.55246866918182,347158800
2020-03-23,205.5045623779297,211.70794809546493,201.18154415651045,210.33454690571875,326025200
2020-03-24,224.1239471435547,224.99962261556414,215.50557615248505,216.07705777437212,235494500
2020-03-25,227.47914123535156,236.29110105973476,220.99001416132398,225.70937930607133,299430300
2020-03-26,240.76162719726562,242.23640785401722,229.56233225861644,229.99555681218766,257632800
2020-03-27,233.59039306640625,240.40213986879422,231.40584529989485,233.45213589060913,224341200
2020-03-30,241.17636108398438,241.8953263873629,233.6917407130098,235.69194049956965,171369500
2020-03-31,237.5815887451172,242.7249527606954,236.17130924651994,240.17170973188965,194881100
2020-04-01,226.8892059326172,237.4985784321248,224.8152643278773,228.57601345891695,189554600
2020-04-02,232.12477111816406,232.90825175530057,225.45128263078988,226.00433936920624,177660400
2020-04-03,228.7696075439453,233.4981993171639,226.03200326101012,231.1385026260033,135561200
2020-04-06,244.1351776123047,246.10774004220798,228.75115129452442,237.664489854717,188061200
2020-04-07,244.38409423828125,253.50943273939214,244.1628827760792,252.7535894040196,201427200
2020-04-08,252.58763122558594,254.40348330041545,244.49465197621447,246.99259134536752,153774500
2020-04-09,256.43145751953125,259.1967139494487,253.9150640416349,255.8599475617815,189999200
2020-04-13,254.0901336669922,255.79538031823733,250.1726880682887,255.45433661391547,114839100
2020-04-14,261.583984375,262.6071155005401,253.9518796282053,258.99386373886557,134143400
2020-04-15,256.0257568359375,261.7221754938737,253.90571108424285,255.8506217655479,121775000
2020-04-16,257.2609558105469,258.1181783094226,254.18230790119935,257.3070321527782,131798300
2020-04-17,264.2109680175781,264.8192994942426,260.30272098283615,263.04955166649506,146684800
2020-04-20,259.55615234375,264.34927418099744,259.3349408566782,260.49632929344494,100109300
2020-04-21,251.67515563964844,256.2839153042278,250.7349506651068,255.07642252247894,126385700
2020-04-22,257.2609558105469,259.0122787598645,255.2423169392362,256.5696418992661,92951600
2020-04-23,257.2424621582031,261.72219022348287,256.9382964622987,258.54213548178336,104709700
2020-04-24,260.828125,261.50101398459896,256.7078930598151,258.76340983468236,85063200
2020-04-27,264.5888671875,265.7134056117483,262.34901685933136,262.80989280157024,77896600
2020-04-28,263.3721923828125,268.59851013874606,263.0679984895078,268.24823990021906,105270000
2020-04-29,270.2668762207031,271.8062143248398,267.6859820618569,268.71833972539537,118745600
2020-04-30,267.7505798339844,270.36835261502574,266.00845473458236,268.88431699742654,122901700
2020-05-01,260.6622619628906,267.9164458693108,259.49161889294606,262.98506692974644,125180000
2020-05-04,261.38116455078125,261.68533026759593,257.28858431038867,258.7725912054478,80873200
2020-05-05,263.7961730957031,266.6167316014269,261.5102183039644,264.21097269404163,79569900
2020-05-06,262.0080261230469,265.888594464788,261.5748015245883,265.5014743476536,73632600
2020-05-07,265.1695251464844,267.1052093631534,264.66257295790365,265.23405451728695,75250400
2020-05-08,269.55712890625,270.02723137851206,267.1789932426563,268.3127582106148,76452400
2020-05-11,269.6124572753906,270.9950852614183,267.1974715605378,267.6214695999542,79514200
2020-05-12,264.2385559082031,271.21619446805045,264.100270658034,270.80142310642634,95870800
2020-05-13,259.5653991699219,264.71799007671893,257.1319601032188,263.67640569421235,144721100
2020-05-14,262.67169189453125,262.8007225585791,251.6290918271061,257.1227544883689,121977900
2020-05-15,263.87908935546875,263.9251656910274,259.3256334688875,260.27503664436966,111146300
2020-05-18,271.91680908203125,273.52987489861954,269.7967909749408,270.11938163455005,119703800
2020-05-19,269.1239318847656,273.0321513534002,269.10550697148216,271.31770613996133,95189300
2020-05-20,273.6957702636719,274.56221925365764,272.4422012490064,272.67263921166995,85861700
2020-05-21,271.80615234375,274.37784752499084,270.70926554395885,273.56670150871196,78293900
2020-05-22,272.3224182128906,272.49755334653037,270.2761276095139,271.52049845866605,63958200
2020-05-26,275.67755126953125,278.5442143620378,272.3408138269783,278.30454986186453,88951400
2020-05-27,279.77935791015625,279.81623586309064,273.6404867746573,278.4796843331706,104817400
2020-05-28,279.2632751464844,282.83045178731425,278.5903858897477,280.81181214675,90405200
2020-05-29,280.5074768066406,281.0973832519056,276.03697555187244,278.79300406178066,119090800
2020-06-01,281.6412658691406,282.2496254643002,279.34611276939205,279.8622915538364,55758300
2020-06-02,283.9733581542969,284.01946263441334,281.2265550582553,282.56307864811095,74267200
2020-06-03,287.7525329589844,288.71116291644955,285.6878174779567,285.9643318264377,92567600
2020-06-04,286.9966735839844,288.5083602838637,284.8950802636516,286.7662355965372,75794400
2020-06-05,294.35223388671875,296.131208215071,292.3428215947053,292.40735097564266,150524700
2020-06-08,297.9101867675781,298.10374676522395,294.6195261594394,295.16335633448466,73641200
2020-06-09,295.6887512207031,297.9839040725445,294.3706248420823,295.237073735876,77479200
2020-06-10,294.03887939453125,297.1636320853074,293.3199139807583,296.26953154628904,95000800
2020-06-11,277.0878601074219,287.7248862514277,276.53483140137376,287.08887510983317,209243600
2020-06-12,280.40625,284.89517905126854,275.2352332708573,284.1209105205243,194678900
2020-06-15,283.0239562988281,284.15772144939484,273.5206948936138,274.7005363949218,135782700
2020-06-16,288.4714050292969,290.94172097129626,283.5953587748637,290.7942373232941,137627500
2020-06-17,287.273193359375,289.78958611023603,286.5357749799992,289.49461875848573,83398900
2020-06-18,287.3837585449219,287.8630593266788,285.2913922059686,285.75226807945324,80828700
2020-06-19,285.741455078125,291.05558508026616,283.7879850934474,290.8611732701308,135549600
2020-06-22,287.57452392578125,287.97261465069647,283.9916508946989,285.1396439631699,74649400
2020-06-23,288.8984069824219,291.16664813411967,288.49104915719107,290.23157290982795,68471200
2020-06-24,281.5290222167969,287.47272350488674,279.6866728739989,286.85241955719425,132813500
2020-06-25,284.5471496582031,284.8156419412527,278.92748722706216,280.9550094007132,89468000
2020-06-26,277.7887268066406,283.658375397714,277.2054913993457,283.4454293499117,127961000
2020-06-29,281.8714904785156,282.01035602522563,276.7517734647458,279.0477874328817,79773300
