Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2020-06-30,285.48223876953125,287.1857509340437,281.27908935722047,281.43646094902624,113394800
2020-07-01,287.48193359375,288.75031447900784,286.1395287421861,286.60243281239894,72396500
2020-07-02,289.0650329589844,292.277587748518,288.39845008972213,290.92588776838636,69344200
2020-07-06,293.52740478515625,294.11066832520936,292.14795995471866,292.8978621480964,61713800
2020-07-07,290.5000915527344,293.9626051282298,290.1205068059593,291.98139030142596,82910000
2020-07-08,292.7220153808594,292.83310783880313,289.50022108680014,291.26848979810916,54638600
2020-07-09,291.0555419921875,293.57374104179394,287.630040873894,293.3330219054562,83354200
2020-07-10,294.02740478515625,294.29589705762123,289.55576388536076,290.990755205838,57550400
2020-07-13,291.4814147949219,298.7675199209206,290.8240989639422,296.37894748735727,102997500
2020-07-14,295.2586669921875,296.03634223538796,288.8520639123721,290.0556028773077,93657000
2020-07-15,297.9713439941406,299.073057898437,295.5827432633352,298.48979427223054,87196500
2020-07-16,296.9899597167969,297.44359660102754,295.41607479695665,296.06415170593044,54622500
2020-07-17,297.85101318359375,298.6379557988609,296.0179027889811,297.99914588498484,62774900
2020-07-20,300.2580871582031,301.00798945239933,296.8325859166636,297.5824882108599,56308800
2020-07-21,300.89691162109375,302.6744474220615,299.90629013376923,302.23007759853067,57292200
2020-07-22,302.6096496582031,302.9244493039815,300.4247559041797,300.5358483657845,57792900
2020-07-23,298.9990234375,302.952242733025,297.62884531460276,302.2486194244504,75738000
2020-07-24,297.0733642578125,298.1009978829927,295.56429224670165,297.1381776179841,73766600
2020-07-27,299.23968505859375,299.41559085189874,296.9714439891893,297.76765361995194,48293000
2020-07-28,297.341796875,299.6285439888073,297.0455315052015,298.508295856773,57495000
2020-07-29,300.9987487792969,301.5635064567835,298.18428402153864,298.22132425942874,48454200
2020-07-30,299.9248352050781,300.34146022234614,295.9253650050639,298.0176724547983,61861700
2020-07-31,302.2948913574219,302.39674495391967,297.4899444109611,301.7208947786566,84986800
2020-08-03,304.3964538574219,305.1648621508035,303.4150995292858,303.96132291921657,53077900
2020-08-04,305.5721740722656,305.5721740722656,303.53538525186724,303.53538525186724,41917900
2020-08-05,307.47015380859375,307.72940723299746,306.6091589464229,306.8776512406806,42697700
2020-08-06,309.5253601074219,309.6457196617078,306.5627916135813,306.88683004740886,43679400
2020-08-07,309.74761962890625,310.0346178766964,307.64601718121753,308.5533192811668,57308300
2020-08-10,310.6734313964844,310.85857606472894,308.25705755982693,310.2012602236318,44282100
2020-08-11,308.10894775390625,312.4972976931631,307.37757964188273,311.8584877954249,69601100
2020-08-12,312.40472412109375,313.18239962578446,310.5253345880685,310.55310770418515,53774400
2020-08-13,311.8399963378906,313.1546565515217,310.9141880406208,311.6363173823542,41816100
2020-08-14,311.8492126464844,312.386197193319,310.7197255777267,311.45112192434925,47260400
2020-08-17,312.83978271484375,313.23787337153493,311.85842850125164,312.8675558245334,35481000
2020-08-18,313.5157775878906,313.9416415510502,311.63635936793605,313.238018109232,38733900
2020-08-19,312.2103576660156,314.41375778936913,311.64559988503015,313.89530737758844,68054200
2020-08-20,313.18243408203125,313.6638442321593,310.3494629127523,310.4790613844136,42207800
2020-08-21,314.2933349609375,314.51551985748154,312.5065039064949,312.84907662656065,55106600
2020-08-24,317.4781188964844,317.55217111130275,314.26556373207285,316.73745548119877,48588700
2020-08-25,318.5890808105469,318.6724001496487,316.87633016433045,318.0428574185985,38463400
2020-08-26,321.7830810546875,322.0515450219762,318.6353396255563,319.1815629342906,50790200
2020-08-27,322.4867248535156,323.9402503595039,320.8202815655205,322.6533917850521,58034100
2020-08-28,324.56982421875,324.69945092755256,322.3201170881674,323.5144175693778,48588900
2020-08-31,323.3940734863281,325.2364228395973,323.1626214267345,324.3569219651967,66099200
2020-09-01,326.43994140625,326.5417667355129,323.3292115013721,324.22724648767144,54908700
2020-09-02,331.1614990234375,332.1335860226255,327.20828118566544,328.35630220054674,69540000
2020-09-03,319.7649230957031,329.93954666058664,317.17264305932184,329.4673754148454,148011100
2020-09-04,317.1540832519531,322.02381457889834,310.0253496782676,320.44995778251706,139156300
2020-09-08,308.488525390625,317.2189177075403,308.1830211329874,311.7288539118445,114465300
2020-09-09,314.58026123046875,317.0521523992369,311.6361707577388,312.50643240798905,91462300
2020-09-10,309.1180725097656,317.1170396063359,308.15522419835855,316.4597237823714,90569500
2020-09-11,309.27545166015625,311.9695566218667,306.4424811341146,310.9048829574324,84680200
2020-09-14,313.3490295410156,315.12659368293913,309.4236118882733,312.450994473845,65605700
2020-09-15,314.9322204589844,316.6449432037185,313.35833505452774,315.81172138806437,52920900
2020-09-16,313.68231201171875,317.60772937455226,313.40455262542565,316.17273809901303,82096000
2020-09-17,310.92340087890625,312.64541870295386,308.28484204168194,308.8125594598112,91523300
2020-09-18,307.3438415527344,311.8426865400238,304.852750491152,311.73114938301563,105877900
2020-09-21,303.9231872558594,304.07191289668066,299.0525430766527,302.7427147128919,99450800
2020-09-22,307.01849365234375,307.5762077815948,302.89144880901273,305.41045242560136,63612100
2020-09-23,299.89849853515625,307.8551384394909,299.39655288531276,307.5762671377892,93112200
2020-09-24,300.6978759765625,303.76526181920326,297.2586617207923,298.5785845077411,76681300
2020-09-25,305.5591735839844,306.34923785839106,298.9689221639233,299.84263930150775,71069400
2020-09-28,310.6343688964844,311.3500846556987,308.7381518874003,309.7327389410079,64584600
2020-09-29,308.9426574707031,311.17348607492755,308.2455217589752,310.4298859956943,51304000
2020-09-30,311.28497314453125,314.44531523436564,309.41664083080235,309.6118308382536,104081100
2020-10-01,313.283447265625,314.8636042513181,311.39653473476926,313.88762577093473,88698700
2020-10-02,310.3089599609375,313.25553191340913,307.84575345799766,308.31981468995633,89431100
2020-10-05,315.8116455078125,315.99753126423565,312.3259684516126,312.3724327990903,45713100
2020-10-06,311.3221740722656,318.0518759506169,310.810952625502,315.95116484965547,90128900
2020-10-07,316.7411804199219,317.54985301201117,314.2593657098586,314.28724999349913,56999600
2020-10-08,319.5483703613281,319.61344315918404,317.76369072876383,318.6839290178844,45242500
2020-10-09,322.4019470214844,322.8667040365459,320.58010746506795,321.20286598000087,59528600
2020-10-12,327.588623046875,329.0665469517747,324.456165301913,324.94880660354625,80388500
2020-10-13,325.45074462890625,327.6258040067802,324.48404211656793,327.44919407568426,73255500
2020-10-14,323.40582275390625,327.1238790245569,322.6715270643458,326.02705923267933,57727900
2020-10-15,323.00616455078125,323.48950169298183,318.9441922862967,319.48329800773115,60357700
2020-10-16,322.8110046386719,326.0271159294478,322.6343946657817,324.36327751636173,89501900
2020-10-19,317.9031677246094,324.7071902621264,317.00153779579654,324.07512739996474,68425600
2020-10-20,319.1766357421875,322.42993590297846,318.4888042140515,319.2509844074483,60051900
2020-10-21,318.5723876953125,321.3051615043332,318.265632147442,319.1300734795861,63575000
2020-10-22,320.3197937011719,320.90539203746897,316.6389263442525,318.7861013329984,55399300
2020-10-23,321.4073486328125,321.60253862948804,318.94414221494844,321.5467700590093,49143900
2020-10-26,315.46783447265625,318.8047870098494,311.9635478227528,318.0146942752638,91473000
2020-10-27,314.38031005859375,316.1463814562945,314.16651156962877,315.8117699429827,65994100
2020-10-28,303.6350402832031,314.4081039135388,303.142399008184,308.6915986065958,127094300
2020-10-29,306.72113037109375,309.90005330317524,302.17579195493704,303.86751474171876,90597700
2020-10-30,303.5235900878906,306.4515542919595,299.86130168623475,305.14093580000946,120287300
2020-11-02,306.925537109375,308.9332624062215,304.17415521892417,306.925537109375,86068300
2020-11-03,312.3445739746094,314.40809609472535,307.0091729363472,310.16951471824626,93294200
2020-11-04,319.3252868652344,323.4151432960798,315.65369476603786,316.83416747960666,126959700
2020-11-05,325.5530090332031,327.365572873288,324.27027503763776,324.62349493398403,82039700
2020-11-06,325.4786376953125,326.7334873150784,323.1455483916412,325.2648392554505,74973000
2020-11-09,329.5684509277344,338.69628436700145,329.103693970947,338.3151802584542,172304200
2020-11-10,329.0851745605469,330.1448058667429,325.80399097551134,328.57392479394076,85552000
2020-11-11,331.52972412109375,332.3569767138765,330.0331920414915,331.2787372219084,58649000
2020-11-12,328.3136291503906,331.576232339384,326.50109388601777,330.51657277264513,67546200
2020-11-13,332.8590393066406,333.60263931693396,329.70797256583705,330.2284982463468,62892200
2020-11-16,337.01397705078125,337.2091670940638,334.24401446736385,335.536052847168,74541100
2020-11-17,335.2013854980469,336.409770903095,333.0820943880079,334.59720697878305,66111000
2020-11-18,331.1673278808594,336.01939328368303,331.13013936912824,335.47098329337155,70591300
2020-11-19,332.5616149902344,332.9334150256051,329.1874736453594,330.53528068591817,59940900
2020-11-20,330.28424072265625,332.5057930917374,330.20989207411236,332.301298850092,70417300
2020-11-23,332.2640380859375,333.52819176842985,329.8566004357761,332.09673238820744,63230600
2020-11-24,337.6180725097656,338.16648235976567,333.965089337816,334.82022632318296,62415900
2020-11-25,337.0976257324219,337.56238283594644,336.0008057760693,337.5344985443959,45330900
2020-11-27,338.036376953125,338.51040981524136,337.02318170633714,338.19437845165817,28514100
2020-11-30,336.53985595703125,337.5251385844671,333.8535750928766,337.2555715663142,83872700
2020-12-01,340.22076416015625,341.7637610766728,339.2075971251857,339.8024998061892,74231400
2020-12-02,340.93646240234375,341.09446390376803,338.52902444464564,339.1053186103433,45927000
2020-12-03,340.8435363769531,342.23780756286345,339.7374123001427,340.83423215842737,62882000
2020-12-04,343.78082275390625,343.78082275390625,341.3361959388751,341.4291530295326,50749900
2020-12-07,343.07427978515625,343.56692101439137,341.8008502888228,343.0092070046032,48944300
2020-12-08,344.07830810546875,344.6452981914329,341.75452244196146,341.80098680862193,42458900
2020-12-09,340.9923095703125,344.8962524151043,340.155752415466,344.73825087726243,74098300
2020-12-10,340.8807067871094,341.931033863523,338.7428073956365,339.61655289507456,57735400
2020-12-11,340.4810485839844,340.8900371114811,337.6553457695817,339.1797343449143,57698600
2020-12-14,338.9566650390625,343.7343534662368,338.78005506472596,342.6561419139507,69216200
2020-12-15,343.5390625,343.5390625,340.12776213787265,341.5034246498197,63865300
2020-12-16,344.07830810546875,344.9985181509299,342.8699225405304,343.75297243927287,58420500
2020-12-17,346.0023193359375,346.20681357249737,344.89619528816195,345.7234764526828,64119500
2020-12-18,344.6207275390625,346.4596767437876,342.6044155820467,346.29165786922766,136542300
2020-12-21,343.38861083984375,353.28346626235304,337.9464560255549,340.6908788886597,96386700
2020-12-22,342.809814453125,343.827300163514,341.68031614892215,343.71528756970014,47949000
2020-12-23,343.1179504394531,345.0315657941709,342.79122797982205,343.78071075188814,46201400
2020-12-24,344.4527587890625,344.4807619388975,343.00588190186073,343.5939480483956,26457900
2020-12-28,347.41192626953125,347.80397040676263,346.38509652628863,347.01050976482793,39000400
2020-12-29,346.7491149902344,349.1201528820118,346.1610203351437,348.94279009754194,53680500
2020-12-30,347.2438659667969,348.2800395515808,346.85182184412906,347.57058839397877,49455300
2020-12-31,349.0081481933594,349.7362586191651,346.53444152154736,347.0478421277476,78520700
2021-01-04,344.2567443847656,350.47370017311397,340.5508422079817,350.34299981269083,110210800
2021-01-05,346.627685546875,347.719865174645,343.56588492053913,343.6125758204039,66426200
2021-01-06,348.70013427734375,351.9019803145111,344.56484023003486,345.11558794511615,107997700
2021-01-07,353.8809509277344,354.62772074136785,350.9031585794051,351.08052139544543,68766800
2021-01-08,355.897216796875,356.1118981341495,352.0139516043895,355.2717750824561,71677200
2021-01-11,353.4981994628906,355.2624551415855,352.59272616603903,352.714082662644,51034700
2021-01-12,353.5727844238281,354.5902701047907,351.32310327167943,353.68482550183654,52547700
2021-01-13,354.5249328613281,355.52373074174307,352.71398676001957,353.49810334706564,45303600
2021-01-14,353.283447265625,355.7758416251156,352.9474094575699,355.27175642559587,49989100
2021-01-15,350.70709228515625,352.46200397474826,348.8401394989429,351.6592279506471,107160000
2021-01-19,353.46075439453125,354.00218653884,351.68715532726185,353.171379054013,51233300
2021-01-20,358.3522644042969,359.19238745633976,355.36512856654605,355.7571726966947,61836100
2021-01-21,358.6789245605469,359.3417132448048,357.7547921391025,358.91229363565395,47840100
2021-01-22,357.4093933105469,358.5762386300744,356.4385700282183,356.82129871151545,52860500
2021-01-25,358.8189697265625,359.1736667921993,353.2834336002094,358.1468656490129,70402000
2021-01-26,358.2589416503906,360.1819008955837,358.0255725333775,359.77116897064525,42665300
2021-01-27,349.5029296875,355.0197790616294,347.2625918497044,354.9264257168376,123351100
2021-01-28,352.5086975097656,356.5226346350152,350.884457689655,351.32316424973817,94198100
2021-01-29,345.45166015625,351.61261084227345,343.77138533963864,350.6417872918386,126765100
2021-02-01,351.2017822265625,352.2379271972738,345.74094042873577,348.8587477068479,75817600
2021-02-02,356.1678771972656,357.7267951804312,351.2858142934959,354.3942778932452,64450700
2021-02-03,356.44793701171875,358.1748738940465,355.1690790166105,356.9986846197431,52427100
2021-02-04,360.4991455078125,360.54580791889805,356.5598751370415,357.48400738100713,47142600
2021-02-05,361.9180908203125,362.62754192923927,360.45255466954404,362.3755135819587,48669800
2021-02-08,364.5318603515625,364.57852277431755,362.5155480071299,363.3743303003986,38365200
2021-02-09,364.28912353515625,364.88656203696013,363.2809816726569,363.69168503335237,35551100
2021-02-10,364.1304931640625,366.18415281718296,361.72213637762246,366.0347931617341,59154400
2021-02-11,364.7185363769531,365.63335345454,362.28217677979495,365.213277702474,42913300
2021-02-12,366.5202331542969,366.7629176771536,363.8411316221849,363.9158256964812,50593300
2021-02-16,366.2027282714844,367.94835282080294,365.48396180113076,367.7523022937143,50972400
2021-02-17,366.286865234375,366.53889363921144,363.43040087568227,364.44791535109175,52290600
2021-02-18,364.7279052734375,365.4746750089571,361.94613530686405,363.67307236862246,59712800
2021-02-19,364.0837707519531,366.2774458183221,363.6356918594277,365.9880704358901,83241000
2021-02-22,361.2832336425781,363.7009331879024,361.0125176122347,361.31123678451513,67414200
2021-02-23,361.7220153808594,363.0755672204831,354.9076507441411,359.0709464801728,107284100
2021-02-24,365.70806884765625,366.13748853769215,359.6404717519869,360.62995453782383,72433900
2021-02-25,356.89599609375,365.8107122221224,355.44911916352476,364.43850086453193,146670500
2021-02-26,355.0570068359375,359.92975391891395,353.0687263861463,358.78159638258063,152701600
2021-03-01,363.6637268066406,364.9146102633819,355.25312373479255,359.9391650515009,105348800
2021-03-02,360.82598876953125,364.12115944200514,360.3219035186955,363.8877903335086,79595300
2021-03-03,356.04656982421875,361.096651920439,355.9438726099805,360.12585700592814,119940200
2021-03-04,351.64056396484375,358.4549301482067,347.14120097339406,355.8598669496521,183433000
2021-03-05,358.1094970703125,359.1643297870459,347.85060223532196,355.1503648338784,152039600
2021-03-08,356.3265075683594,361.89001729678296,356.0464761258364,359.07092965480655,123149200
2021-03-09,361.4140930175781,363.9718093982102,359.6778119910796,360.18189725521665,113633600
2021-03-10,363.6637268066406,365.36266070764583,362.3475501391762,363.76642402507724,109899400
2021-03-11,367.3509826660156,369.32994816283093,365.6800518602389,366.1374746877618,86245000
2021-03-12,367.8456726074219,367.98568835649854,365.17594403357333,365.988063865654,64653600
2021-03-15,370.039306640625,370.3006788390914,365.95067629591756,368.09766017707483,73427200
2021-03-16,369.57257080078125,371.36482917626194,368.79776959125195,370.65540662604104,73722500
2021-03-17,370.8327941894531,371.63557011212924,367.1362076288322,368.28439370276624,97959300
2021-03-18,365.4373779296875,370.32878550577965,364.75592985260306,368.23780733354624,115349100
2021-03-19,364.7611389160156,366.71849082891276,362.57899949059845,365.13574666256363,113624500
2021-03-22,367.67376708984375,369.0598472746513,365.2200533338156,365.2762430701566,73778600
2021-03-23,364.7798767089844,368.48854216406016,363.9931918294677,367.0369263591319,90686600
2021-03-24,362.92559814453125,367.8236806159586,362.8787828829255,366.18474632931844,97588600
2021-03-25,364.9671630859375,365.7631937982155,359.5352509423931,361.4832568768841,116128600
2021-03-26,370.84869384765625,371.2513965542407,365.51981381623887,366.11918063382456,114409100
2021-03-29,370.66131591796875,371.5697547729306,367.87980961613647,369.3688948067096,108107600
2021-03-30,369.6779479980469,370.3522533875979,368.0764548349009,369.3876248451176,76262200
2021-03-31,371.1763610839844,372.74038482195306,370.22110707024007,370.24920193591674,112734200
2021-04-01,375.18475341796875,375.2409717344866,372.90898337676424,373.11502193486143,99682900
2021-04-05,380.56982421875,381.11302977511093,377.7789720579834,377.85388217916733,91684800
2021-04-06,380.3450927734375,381.3940060302929,379.6707873110672,380.0079543326237,62021000
2021-04-07,380.7852783203125,381.1317912570408,379.7176446390616,380.1765370600538,55836300
2021-04-08,382.59271240234375,382.6489021342962,381.1036273441264,382.04016098431885,57863100
2021-04-09,385.3742370605469,385.54283484528173,382.34925154836947,382.4710055003902,61104600
2021-04-12,385.5147705078125,385.7863447199532,384.16615960757355,384.77490083514505,56704900
2021-04-13,386.65728759765625,387.28477774882987,385.02772811419857,385.4117103588361,56551000
2021-04-14,385.3367919921875,387.68747208141957,384.7935864554999,386.629184455803,61659900
2021-04-15,389.4762878417969,389.7478906331614,387.4346511167277,387.48146637214757,60229800
2021-04-16,390.77801513671875,391.3867562544257,389.34511988641407,390.76864065497745,82037300
